Rk,Class,Unnamed: 2,Player,Team,Conf,Minutes_Avg,PRPG,BPM,ORtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl,FTR,2P,Unnamed: 21,3P/100,3P,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Last_5_Avg_FP,Opp_Def_Rank
299,Sr,6-1,Day Day Thomas,Cincinnati,B12,29.0,3.2,7.6,119.5,20.2,53.5,59.1,2.9,9.4,25.8,14.5,2.5,1.5,28.9,16-54,0.296,11.2,40-88,0.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.200000000000003,305
300,Sr,6-9,Theo Seng,Troy,SB,30.16,3.2,1.5,124.6,18.4,56.3,59.5,6.3,13.6,8.6,8.4,1.3,0.8,45.1,60-98,0.612,5.5,14-46,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.200000000000003,269
301,So,6-3,C.J. Cox,Purdue,B10,23.4,3.2,6.0,137.4,13.8,59.6,62.2,2.4,9.1,7.5,5.7,0.3,1.6,17.3,23-39,0.59,10.3,26-65,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.200000000000003,307
302,Sr,6-6,Jaron Pierre Jr.,SMU,ACC,31.16,3.2,2.2,112.5,23.2,51.8,54.7,2.1,14.5,8.5,11.2,1.4,1.3,26.0,71-134,0.53,10.1,31-93,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.200000000000003,240
303,Sr,6-5,Houston Mallette,Alabama,SEC,23.799999999999997,3.1,4.5,135.0,13.1,54.3,59.7,6.6,8.9,6.9,7.4,0.0,1.7,30.1,7-11,0.636,11.3,29-82,0.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,86
304,Sr,6-5,TJ Hurley,Vermont,AE,29.64,3.1,1.5,125.9,18.6,55.6,61.4,0.8,13.4,10.7,7.3,0.3,1.8,33.1,32-57,0.561,10.3,28-76,0.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,79
305,Sr,6-8,Cam Morris III,East Tennessee St.,SC,26.200000000000003,3.1,5.2,122.3,25.1,60.9,63.5,7.9,13.8,11.9,12.6,8.1,2.6,53.3,73-119,0.613,2.7,7-18,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,123
306,Jr,5-11,Ryan Beasley,San Francisco,WCC,29.8,3.1,3.1,114.5,22.0,49.7,54.5,1.9,9.2,20.1,12.6,0.6,2.1,34.4,49-91,0.538,10.6,29-95,0.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,282
307,So,6-9,Elijah Price,Nevada,MWC,30.76,3.1,4.7,116.0,21.7,44.7,54.3,11.4,21.2,7.5,10.6,7.5,2.7,87.0,51-115,0.443,1.9,5-16,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,218
308,Sr,6-6,Justin Neely,UNC Greensboro,SC,32.0,3.1,2.2,115.1,25.0,52.2,59.1,10.5,29.3,18.5,16.5,0.5,1.5,83.2,61-118,0.517,2.2,7-19,0.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,106
309,Sr,6-0,Brayden Maldonado,Seattle,WCC,31.439999999999998,3.1,6.1,117.3,22.7,53.2,58.7,1.6,11.0,17.2,11.0,0.7,3.4,29.6,45-91,0.495,11.1,37-98,0.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,164
310,Sr,5-11,Turner Buttry,Eastern Kentucky,ASun,27.839999999999996,3.1,0.4,127.8,18.3,51.3,59.2,1.7,7.8,21.5,10.4,0.3,0.8,44.1,20-39,0.513,10.8,27-79,0.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,174
311,Sr,6-8,Collin Parker,Austin Peay,ASun,31.96,3.1,5.5,118.5,23.8,55.2,58.2,4.3,17.5,20.7,10.3,1.9,2.0,21.3,54-109,0.495,8.8,28-65,0.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,214
312,Sr,6-8,Dillon Mitchell,St. John's (NY),BE,22.759999999999998,3.1,9.3,130.7,17.2,60.0,60.1,11.1,18.0,18.6,10.5,3.6,2.9,42.1,57-90,0.633,0.7,0-5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,18
313,So,6-5,Kareem Thomas,Dartmouth,Ivy,26.8,3.1,1.3,112.4,28.6,61.8,66.3,2.1,7.6,11.4,20.0,0.6,1.3,73.2,44-86,0.512,6.7,23-41,0.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,192
314,Jr,6-9,Tae Davis,Oklahoma,SEC,27.400000000000002,3.1,3.2,118.3,23.8,52.6,54.7,11.9,14.2,17.6,13.2,0.7,1.7,39.9,76-126,0.603,3.5,3-27,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,13
315,Sr,6-11,Brody Rowbury,Idaho,BSky,26.639999999999997,3.1,1.0,133.4,16.3,66.2,69.9,9.3,17.0,6.4,14.4,1.6,0.7,58.1,40-62,0.645,2.0,6-12,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,289
316,So,6-10,Damon Wilkinson,South Dakota St.,Sum,23.0,3.1,3.5,120.2,27.1,57.7,62.4,12.7,21.1,11.6,14.2,4.4,0.8,66.7,71-122,0.582,0.2,0-1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,272
317,Jr,6-5,Isaac Bruns,South Dakota,Sum,31.319999999999997,3.1,-0.1,109.7,29.8,46.7,53.9,6.2,13.9,7.6,13.0,0.4,2.0,44.4,83-180,0.461,6.7,19-59,0.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,158
318,Jr,6-7,Thomas Batties II,Harvard,Ivy,30.36,3.1,3.9,124.5,18.6,61.6,64.0,6.1,11.4,16.3,14.6,4.2,1.9,14.4,35-71,0.493,7.3,28-54,0.519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,127
319,Sr,6-10,Tre-Vaughn Minott,Portland St.,BSky,29.6,3.1,3.3,131.9,15.9,64.3,65.3,13.5,21.7,2.9,9.6,5.1,1.5,36.9,54-84,0.643,0.0,0-0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,203
320,Sr,6-6,Josh Dix,Creighton,BE,31.76,3.1,4.4,116.8,18.8,50.9,54.4,2.6,10.5,17.0,10.4,0.8,1.7,19.2,41-81,0.506,9.9,31-91,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,116
321,Jr,6-7,Jason Rivera-Torres,Monmouth,CAA,35.36,3.1,5.7,110.3,25.0,47.2,52.7,8.6,16.4,17.5,12.6,4.8,2.9,34.3,63-134,0.47,8.3,25-79,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,210
322,Fr,6-4,Nick Janowski,St. Thomas,Sum,31.560000000000002,3.1,1.7,117.7,24.0,57.0,59.5,4.5,15.3,11.8,8.0,0.3,1.3,38.8,64-100,0.64,9.4,25-78,0.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,99
323,Sr,6-6,Max Mackinnon,LSU,SEC,29.160000000000004,3.1,4.5,118.3,21.4,55.3,60.2,0.8,8.7,14.5,15.7,1.2,1.7,28.4,35-80,0.438,10.7,39-89,0.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,271
324,Fr,6-9,Allen Graves,Santa Clara,WCC,22.599999999999998,3.1,9.5,127.5,20.4,53.1,56.0,15.5,20.5,13.7,10.9,5.2,5.1,38.9,50-97,0.515,4.7,13-34,0.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,355
325,Sr,6-5,Peter Suder,Miami OH,MAC,27.799999999999997,3.1,3.3,123.0,21.3,60.3,63.4,6.3,10.2,25.8,18.8,1.4,2.4,34.6,48-79,0.608,4.0,11-28,0.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,8
326,Sr,6-5,Kody Clouet,Winthrop,BSth,26.200000000000003,3.1,3.0,133.2,17.0,55.4,60.4,4.7,12.1,9.6,6.2,1.4,1.3,39.5,19-33,0.576,12.7,35-96,0.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,140
327,Sr,6-4,Kenny Noland,Columbia,Ivy,31.96,3.1,1.6,116.0,25.6,55.3,60.5,1.1,9.3,20.8,20.2,0.2,1.8,27.2,44-87,0.506,12.0,37-93,0.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,261
328,Sr,6-9,Garry Clark,Utah St.,MWC,20.36,3.1,5.4,134.3,19.7,71.6,67.7,18.3,18.7,7.8,11.3,3.2,1.8,64.9,53-73,0.726,0.2,0-1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,340
329,So,6-7,David Punch,TCU,B12,29.560000000000002,3.1,7.9,114.4,22.3,54.1,57.2,7.5,23.6,11.3,13.4,9.6,2.6,50.9,80-139,0.576,2.4,4-20,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,90
330,So,6-4,Ty Robinson,Central Arkansas,ASun,26.68,3.1,6.5,119.5,24.8,53.9,57.1,8.3,16.5,17.2,8.5,1.4,3.4,22.5,51-83,0.614,13.3,30-95,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,142
331,So,7-0,Julius Halaifonua,Georgetown,BE,23.0,3.1,3.4,128.6,19.7,58.2,62.5,7.9,15.3,11.5,7.9,4.3,0.8,57.3,58-94,0.617,2.5,4-16,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,237
332,So,6-4,De'Shayne Montgomery,Dayton,A10,30.6,3.1,8.2,118.3,21.4,60.0,63.3,3.6,12.2,17.1,15.1,2.2,5.1,30.3,63-101,0.624,7.4,24-64,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,134
333,Fr,6-7,Braden Frager,Nebraska,B10,22.44,3.1,6.8,126.2,20.8,61.2,65.3,6.2,14.0,8.3,10.8,0.8,1.4,37.2,41-56,0.732,10.4,22-65,0.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,253
334,So,6-7,"Darin Smith, Jr.",Central Connecticut,NEC,32.239999999999995,3.1,-0.9,109.2,29.6,50.5,55.8,4.2,13.1,6.7,11.1,1.1,1.4,31.0,59-122,0.484,11.5,29-81,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85,164
335,So,6-9,Grant Randall,Quinnipiac,MAAC,31.839999999999996,3.0,2.5,129.7,14.7,57.0,59.5,6.4,15.1,3.9,4.5,1.5,2.2,33.8,46-76,0.605,6.7,21-60,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,198
336,Sr,6-7,Tucker DeVries,Indiana,B10,31.6,3.0,6.4,114.0,22.4,52.1,56.3,2.8,15.0,16.1,13.7,2.1,1.9,23.6,32-58,0.552,15.1,45-133,0.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,301
337,Jr,6-2,Josiah Lake II,Oregon St.,WCC,33.4,3.0,2.7,114.9,20.6,56.8,64.9,1.6,13.8,26.2,22.2,1.1,2.9,72.1,51-91,0.56,4.6,19-49,0.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,241
338,Sr,6-0,C.J. Anthony,Iona,MAAC,27.480000000000004,3.0,4.6,113.3,27.0,54.0,58.9,1.4,9.2,37.7,18.7,0.4,3.2,47.1,52-105,0.495,7.7,28-69,0.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,193
339,Sr,6-6,Tuburu Naivalurua,Oakland,Horz,32.8,3.0,1.1,113.8,20.1,49.7,53.5,7.2,11.7,10.7,9.4,2.9,1.7,32.6,75-146,0.514,3.4,9-32,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,21
340,Sr,6-5,Tramon Mark,Texas,SEC,26.72,3.0,5.8,121.5,20.2,54.3,57.4,3.4,8.9,12.7,11.1,2.5,2.3,35.7,52-83,0.627,8.0,16-57,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,350
341,So,6-6,Tyrone Riley IV,San Francisco,WCC,31.0,3.0,4.1,124.2,17.0,59.1,61.9,5.8,12.1,8.0,11.9,1.1,2.0,24.4,57-102,0.559,6.2,25-58,0.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,339
342,Jr,6-10,Samson Aletan,Yale,Ivy,25.68,3.0,5.3,130.3,17.1,61.8,63.6,12.5,16.3,7.8,11.5,9.5,2.0,76.5,42-68,0.618,0.0,0-0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,176
343,Jr,6-1,Tyshawn Archie,McNeese St.,Slnd,22.919999999999998,3.0,8.8,117.4,27.5,55.7,58.2,1.4,8.6,20.6,14.1,3.1,3.7,16.6,44-85,0.518,13.4,29-72,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,274
344,Jr,6-0,Jaden Winston,Manhattan,MAAC,35.12,3.0,0.4,115.0,22.2,55.3,60.9,1.7,6.7,22.8,17.2,0.0,3.8,39.2,70-132,0.53,5.5,23-57,0.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,90
345,Sr,6-6,Evan Mahaffey,Akron,MAC,28.560000000000002,3.0,6.2,128.1,16.5,60.4,59.3,8.6,11.5,19.3,14.2,2.6,4.0,28.1,52-83,0.627,1.8,4-13,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,198
346,Sr,6-8,Delrecco Gillespie,Kent St.,MAC,33.480000000000004,3.0,3.6,111.5,27.0,56.5,61.2,12.9,30.7,10.5,21.5,5.9,1.9,51.1,92-157,0.586,3.0,8-27,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,169
347,Sr,6-0,DeJour Reaves,Fordham,A10,34.04,3.0,4.0,109.8,28.8,49.3,52.6,4.1,10.4,26.3,15.8,0.7,3.1,20.6,83-159,0.522,7.2,15-55,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,89
348,Jr,6-8,Elijah Jones,UTEP,CUSA,26.36,3.0,3.9,117.0,22.4,56.7,58.3,5.2,14.2,7.5,8.6,4.2,1.4,14.9,53-87,0.609,9.5,18-54,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,327
349,Sr,5-10,Austin Benigni,Navy,Pat,37.0,3.0,2.5,109.3,28.1,45.8,55.4,1.3,10.3,29.2,16.8,1.1,2.5,55.2,60-154,0.39,5.2,22-49,0.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,166
350,Sr,6-3,Aidan Mahaney,UC Santa Barbara,BW,33.92,3.0,-1.4,115.1,22.5,52.2,55.5,1.3,5.3,18.4,11.5,0.0,1.2,23.5,43-94,0.457,10.9,35-89,0.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,163
351,Sr,6-6,Logan Kinsey,Denver,Sum,29.68,3.0,-0.8,127.3,16.4,56.5,61.0,7.3,7.9,5.4,8.7,0.7,1.3,37.1,58-101,0.574,2.7,8-23,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,262
352,Sr,6-1,Leland Walker,Wyoming,MWC,25.76,3.0,5.1,113.2,28.7,53.7,58.8,3.6,10.7,28.9,20.8,1.2,2.5,37.3,61-114,0.535,6.8,17-47,0.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,118
353,So,6-8,MJ Thomas,New Orleans,Slnd,25.96,3.0,2.0,121.7,20.4,57.7,63.4,14.1,19.7,12.4,18.2,2.4,1.9,53.6,62-108,0.574,0.3,1-2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,265
354,Sr,6-7,Bradyn Hubbard,Abilene Christian,WAC,27.880000000000003,3.0,2.2,107.1,30.4,45.9,53.4,5.9,19.2,17.8,15.4,0.6,3.2,50.6,55-123,0.447,7.4,16-49,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,261
355,Fr,6-4,Jake Hall,New Mexico,MWC,28.2,3.0,4.9,121.5,19.8,57.2,59.1,1.9,10.2,10.1,8.1,0.3,1.2,18.8,30-52,0.577,14.5,41-108,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,136
356,Fr,6-8,Brandon Benjamin,Fairfield,MAAC,31.28,3.0,1.7,120.4,22.1,58.6,59.9,14.1,21.0,7.0,14.3,5.0,1.3,34.4,94-157,0.599,0.7,1-6,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,303
357,Sr,6-7,Javan Buchanan,Boise St.,MWC,27.480000000000004,3.0,5.2,114.4,21.9,47.7,53.9,6.6,14.1,14.9,10.8,0.6,1.2,44.3,37-81,0.457,7.4,17-50,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,263
358,Sr,6-5,JJ Harper,Liberty,CUSA,26.839999999999996,3.0,3.1,129.9,16.6,62.6,66.6,5.2,7.3,8.2,9.3,4.6,2.1,31.0,38-55,0.691,5.5,11-32,0.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,134
359,Sr,6-8,Tobe Awaka,Arizona,B12,20.2,3.0,7.0,126.7,23.1,59.5,61.5,25.2,29.1,9.3,15.2,2.8,1.2,60.0,55-95,0.579,0.8,3-5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,92
360,So,6-7,Dylan Grant,Rutgers,B10,25.240000000000002,3.0,2.2,114.8,24.7,51.4,57.1,9.0,14.5,4.8,12.6,1.1,1.3,51.7,53-107,0.495,5.9,15-40,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,198
361,Jr,6-3,Kenyon Goodin,Bellarmine,ASun,30.92,3.0,-1.5,127.3,16.2,64.0,67.9,1.0,9.7,11.2,10.9,0.6,1.1,29.9,25-41,0.61,8.9,29-66,0.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,157
362,Jr,6-9,Jake Ensminger,Santa Clara,WCC,23.72,3.0,4.9,134.0,12.3,58.3,60.1,9.5,16.9,18.8,18.4,1.4,1.5,18.1,18-27,0.667,6.0,16-45,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,43
363,Sr,6-9,Khamari McGriff,Kansas St.,B12,19.36,3.0,6.0,138.3,17.4,72.2,72.1,10.8,13.9,9.1,11.8,6.3,2.1,46.6,62-84,0.738,0.7,1-4,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,281
364,Jr,6-4,Braeden Shrewsberry,Notre Dame,ACC,30.2,3.0,4.3,124.4,15.8,59.3,61.0,0.2,9.8,8.3,10.3,0.8,0.5,16.4,11-33,0.333,13.3,48-107,0.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,1
365,So,6-7,Blake Barkley,East Tennessee St.,SC,27.480000000000004,3.0,2.2,125.2,20.7,66.9,71.3,5.0,15.4,6.6,18.0,1.0,1.4,48.3,64-97,0.66,3.0,10-21,0.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,155
366,Sr,6-4,Isaac McKneely,Louisville,ACC,29.0,3.0,4.3,125.0,14.8,57.2,60.3,2.2,8.5,7.1,10.4,0.5,1.1,19.6,13-22,0.591,13.7,44-116,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,288
367,Fr,6-3,Ace Glass lll,Washington St.,WCC,25.52,3.0,3.2,111.0,28.9,56.0,61.0,2.0,14.1,18.0,19.5,0.8,1.6,35.5,53-88,0.602,12.8,33-95,0.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,28
368,So,6-0,Carson Johnson,Denver,Sum,35.12,3.0,-2.6,112.3,22.9,48.0,53.4,0.8,5.8,12.9,9.7,0.4,0.8,30.0,56-125,0.448,9.9,34-98,0.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,249
