Rk,Player,,,Team,Conf,Min%,PRPG!,BPM,ORtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl,FTR,2P,,3P/100,3P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,So,5-11,Amir Lindsey,Albany,AE,92.4,3.2,0.2,110.9,24.4,51.0,53.8,1.9,7.2,25.1,14.0,0.0,1.8,30.6,58-119,.487,8.4,27-74,.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Sr,6-4,Zane Nelson,Denver,Sum,55.6,3.2,4.7,120.9,28.2,57.1,62.0,2.6,13.8,22.1,14.6,0.9,2.6,45.3,35-83,.422,10.3,33-65,.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Sr,6-1,Day Day Thomas,Cincinnati,B12,72.5,3.2,7.6,119.5,20.2,53.5,59.1,2.9,9.4,25.8,14.5,2.5,1.5,28.9,16-54,.296,11.2,40-88,.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Sr,6-9,Theo Seng,Troy,SB,75.4,3.2,1.5,124.6,18.4,56.3,59.5,6.3,13.6,8.6,8.4,1.3,0.8,45.1,60-98,.612,5.5,14-46,.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,So,6-3,C.J. Cox,Purdue,B10,58.5,3.2,6.0,137.4,13.8,59.6,62.2,2.4,9.1,7.5,5.7,0.3,1.6,17.3,23-39,.590,10.3,26-65,.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Sr,6-6,Jaron Pierre Jr.,SMU,ACC,77.9,3.2,2.2,112.5,23.2,51.8,54.7,2.1,14.5,8.5,11.2,1.4,1.3,26.0,71-134,.530,10.1,31-93,.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Sr,6-5,Houston Mallette,Alabama,SEC,59.5,3.1,4.5,135.0,13.1,54.3,59.7,6.6,8.9,6.9,7.4,0.0,1.7,30.1,7-11,.636,11.3,29-82,.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Sr,6-5,TJ Hurley,Vermont,AE,74.1,3.1,1.5,125.9,18.6,55.6,61.4,0.8,13.4,10.7,7.3,0.3,1.8,33.1,32-57,.561,10.3,28-76,.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Sr,6-8,Cam Morris III,East Tennessee St.,SC,65.5,3.1,5.2,122.3,25.1,60.9,63.5,7.9,13.8,11.9,12.6,8.1,2.6,53.3,73-119,.613,2.7,7-18,.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Jr,5-11,Ryan Beasley,San Francisco,WCC,74.5,3.1,3.1,114.5,22.0,49.7,54.5,1.9,9.2,20.1,12.6,0.6,2.1,34.4,49-91,.538,10.6,29-95,.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,So,6-9,Elijah Price,Nevada,MWC,76.9,3.1,4.7,116.0,21.7,44.7,54.3,11.4,21.2,7.5,10.6,7.5,2.7,87.0,51-115,.443,1.9,5-16,.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Sr,6-6,Justin Neely,UNC Greensboro,SC,80.0,3.1,2.2,115.1,25.0,52.2,59.1,10.5,29.3,18.5,16.5,0.5,1.5,83.2,61-118,.517,2.2,7-19,.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Sr,6-0,Brayden Maldonado,Seattle,WCC,78.6,3.1,6.1,117.3,22.7,53.2,58.7,1.6,11.0,17.2,11.0,0.7,3.4,29.6,45-91,.495,11.1,37-98,.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Sr,5-11,Turner Buttry,Eastern Kentucky,ASun,69.6,3.1,0.4,127.8,18.3,51.3,59.2,1.7,7.8,21.5,10.4,0.3,0.8,44.1,20-39,.513,10.8,27-79,.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Sr,6-8,Collin Parker,Austin Peay,ASun,79.9,3.1,5.5,118.5,23.8,55.2,58.2,4.3,17.5,20.7,10.3,1.9,2.0,21.3,54-109,.495,8.8,28-65,.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Sr,6-8,Dillon Mitchell,St. John's,BE,56.9,3.1,9.3,130.7,17.2,60.0,60.1,11.1,18.0,18.6,10.5,3.6,2.9,42.1,57-90,.633,0.7,0-5,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,So,6-5,Kareem Thomas,Dartmouth,Ivy,67.0,3.1,1.3,112.4,28.6,61.8,66.3,2.1,7.6,11.4,20.0,0.6,1.3,73.2,44-86,.512,6.7,23-41,.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Jr,6-9,Tae Davis,Oklahoma,SEC,68.5,3.1,3.2,118.3,23.8,52.6,54.7,11.9,14.2,17.6,13.2,0.7,1.7,39.9,76-126,.603,3.5,3-27,.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Sr,6-11,Brody Rowbury,Idaho,BSky,66.6,3.1,1.0,133.4,16.3,66.2,69.9,9.3,17.0,6.4,14.4,1.6,0.7,58.1,40-62,.645,2.0,6-12,.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,So,6-10,Damon Wilkinson,South Dakota St.,Sum,57.5,3.1,3.5,120.2,27.1,57.7,62.4,12.7,21.1,11.6,14.2,4.4,0.8,66.7,71-122,.582,0.2,0-1,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Jr,6-5,Isaac Bruns,South Dakota,Sum,78.3,3.1,-0.1,109.7,29.8,46.7,53.9,6.2,13.9,7.6,13.0,0.4,2.0,44.4,83-180,.461,6.7,19-59,.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Jr,6-7,Thomas Batties II,Harvard,Ivy,75.9,3.1,3.9,124.5,18.6,61.6,64.0,6.1,11.4,16.3,14.6,4.2,1.9,14.4,35-71,.493,7.3,28-54,.519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Sr,6-10,Tre-Vaughn Minott,Portland St.,BSky,74.0,3.1,3.3,131.9,15.9,64.3,65.3,13.5,21.7,2.9,9.6,5.1,1.5,36.9,54-84,.643,0.0,0-0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Sr,6-6,Josh Dix,Creighton,BE,79.4,3.1,4.4,116.8,18.8,50.9,54.4,2.6,10.5,17.0,10.4,0.8,1.7,19.2,41-81,.506,9.9,31-91,.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Jr,6-7,Jason Rivera-Torres,Monmouth,CAA,88.4,3.1,5.7,110.3,25.0,47.2,52.7,8.6,16.4,17.5,12.6,4.8,2.9,34.3,63-134,.470,8.3,25-79,.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Fr,6-4,Nick Janowski,St. Thomas,Sum,78.9,3.1,1.7,117.7,24.0,57.0,59.5,4.5,15.3,11.8,8.0,0.3,1.3,38.8,64-100,.640,9.4,25-78,.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Sr,6-6,Max Mackinnon,LSU,SEC,72.9,3.1,4.5,118.3,21.4,55.3,60.2,0.8,8.7,14.5,15.7,1.2,1.7,28.4,35-80,.438,10.7,39-89,.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Fr,6-9,Allen Graves,Santa Clara,WCC,56.5,3.1,9.5,127.5,20.4,53.1,56.0,15.5,20.5,13.7,10.9,5.2,5.1,38.9,50-97,.515,4.7,13-34,.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Sr,6-5,Peter Suder,Miami OH,MAC,69.5,3.1,3.3,123.0,21.3,60.3,63.4,6.3,10.2,25.8,18.8,1.4,2.4,34.6,48-79,.608,4.0,11-28,.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Sr,6-5,Kody Clouet,Winthrop,BSth,65.5,3.1,3.0,133.2,17.0,55.4,60.4,4.7,12.1,9.6,6.2,1.4,1.3,39.5,19-33,.576,12.7,35-96,.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Sr,6-4,Kenny Noland,Columbia,Ivy,79.9,3.1,1.6,116.0,25.6,55.3,60.5,1.1,9.3,20.8,20.2,0.2,1.8,27.2,44-87,.506,12.0,37-93,.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Sr,6-9,Garry Clark,Utah St.,MWC,50.9,3.1,5.4,134.3,19.7,71.6,67.7,18.3,18.7,7.8,11.3,3.2,1.8,64.9,53-73,.726,0.2,0-1,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,So,6-7,David Punch,TCU,B12,73.9,3.1,7.9,114.4,22.3,54.1,57.2,7.5,23.6,11.3,13.4,9.6,2.6,50.9,80-139,.576,2.4,4-20,.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,So,6-4,Ty Robinson,Central Arkansas,ASun,66.7,3.1,6.5,119.5,24.8,53.9,57.1,8.3,16.5,17.2,8.5,1.4,3.4,22.5,51-83,.614,13.3,30-95,.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,So,7-0,Julius Halaifonua,Georgetown,BE,57.5,3.1,3.4,128.6,19.7,58.2,62.5,7.9,15.3,11.5,7.9,4.3,0.8,57.3,58-94,.617,2.5,4-16,.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,So,6-4,De'Shayne Montgomery,Dayton,A10,76.5,3.1,8.2,118.3,21.4,60.0,63.3,3.6,12.2,17.1,15.1,2.2,5.1,30.3,63-101,.624,7.4,24-64,.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Fr,6-7,Braden Frager,Nebraska,B10,56.1,3.1,6.8,126.2,20.8,61.2,65.3,6.2,14.0,8.3,10.8,0.8,1.4,37.2,41-56,.732,10.4,22-65,.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,So,6-7,"Darin Smith, Jr.",Central Connecticut,NEC,80.6,3.1,-0.9,109.2,29.6,50.5,55.8,4.2,13.1,6.7,11.1,1.1,1.4,31.0,59-122,.484,11.5,29-81,.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,So,6-9,Grant Randall,Quinnipiac,MAAC,79.6,3.0,2.5,129.7,14.7,57.0,59.5,6.4,15.1,3.9,4.5,1.5,2.2,33.8,46-76,.605,6.7,21-60,.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Sr,6-7,Tucker DeVries,Indiana,B10,79.0,3.0,6.4,114.0,22.4,52.1,56.3,2.8,15.0,16.1,13.7,2.1,1.9,23.6,32-58,.552,15.1,45-133,.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Jr,6-2,Josiah Lake II,Oregon St.,WCC,83.5,3.0,2.7,114.9,20.6,56.8,64.9,1.6,13.8,26.2,22.2,1.1,2.9,72.1,51-91,.560,4.6,19-49,.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Sr,6-0,C.J. Anthony,Iona,MAAC,68.7,3.0,4.6,113.3,27.0,54.0,58.9,1.4,9.2,37.7,18.7,0.4,3.2,47.1,52-105,.495,7.7,28-69,.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Sr,6-6,Tuburu Naivalurua,Oakland,Horz,82.0,3.0,1.1,113.8,20.1,49.7,53.5,7.2,11.7,10.7,9.4,2.9,1.7,32.6,75-146,.514,3.4,9-32,.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Sr,6-5,Tramon Mark,Texas,SEC,66.8,3.0,5.8,121.5,20.2,54.3,57.4,3.4,8.9,12.7,11.1,2.5,2.3,35.7,52-83,.627,8.0,16-57,.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,So,6-6,Tyrone Riley IV,San Francisco,WCC,77.5,3.0,4.1,124.2,17.0,59.1,61.9,5.8,12.1,8.0,11.9,1.1,2.0,24.4,57-102,.559,6.2,25-58,.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Jr,6-10,Samson Aletan,Yale,Ivy,64.2,3.0,5.3,130.3,17.1,61.8,63.6,12.5,16.3,7.8,11.5,9.5,2.0,76.5,42-68,.618,0.0,0-0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Jr,6-1,Tyshawn Archie,McNeese St.,Slnd,57.3,3.0,8.8,117.4,27.5,55.7,58.2,1.4,8.6,20.6,14.1,3.1,3.7,16.6,44-85,.518,13.4,29-72,.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Jr,6-0,Jaden Winston,Manhattan,MAAC,87.8,3.0,0.4,115.0,22.2,55.3,60.9,1.7,6.7,22.8,17.2,0.0,3.8,39.2,70-132,.530,5.5,23-57,.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Sr,6-6,Evan Mahaffey,Akron,MAC,71.4,3.0,6.2,128.1,16.5,60.4,59.3,8.6,11.5,19.3,14.2,2.6,4.0,28.1,52-83,.627,1.8,4-13,.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Sr,6-8,Delrecco Gillespie,Kent St.,MAC,83.7,3.0,3.6,111.5,27.0,56.5,61.2,12.9,30.7,10.5,21.5,5.9,1.9,51.1,92-157,.586,3.0,8-27,.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Sr,6-0,DeJour Reaves,Fordham,A10,85.1,3.0,4.0,109.8,28.8,49.3,52.6,4.1,10.4,26.3,15.8,0.7,3.1,20.6,83-159,.522,7.2,15-55,.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Jr,6-8,Elijah Jones,UTEP,CUSA,65.9,3.0,3.9,117.0,22.4,56.7,58.3,5.2,14.2,7.5,8.6,4.2,1.4,14.9,53-87,.609,9.5,18-54,.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Sr,5-10,Austin Benigni,Navy,Pat,92.5,3.0,2.5,109.3,28.1,45.8,55.4,1.3,10.3,29.2,16.8,1.1,2.5,55.2,60-154,.390,5.2,22-49,.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Sr,6-3,Aidan Mahaney,UC Santa Barbara,BW,84.8,3.0,-1.4,115.1,22.5,52.2,55.5,1.3,5.3,18.4,11.5,0.0,1.2,23.5,43-94,.457,10.9,35-89,.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Sr,6-6,Logan Kinsey,Denver,Sum,74.2,3.0,-0.8,127.3,16.4,56.5,61.0,7.3,7.9,5.4,8.7,0.7,1.3,37.1,58-101,.574,2.7,8-23,.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Sr,6-1,Leland Walker,Wyoming,MWC,64.4,3.0,5.1,113.2,28.7,53.7,58.8,3.6,10.7,28.9,20.8,1.2,2.5,37.3,61-114,.535,6.8,17-47,.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,So,6-8,MJ Thomas,New Orleans,Slnd,64.9,3.0,2.0,121.7,20.4,57.7,63.4,14.1,19.7,12.4,18.2,2.4,1.9,53.6,62-108,.574,0.3,1-2,.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Sr,6-7,Bradyn Hubbard,Abilene Christian,WAC,69.7,3.0,2.2,107.1,30.4,45.9,53.4,5.9,19.2,17.8,15.4,0.6,3.2,50.6,55-123,.447,7.4,16-49,.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Fr,6-4,Jake Hall,New Mexico,MWC,70.5,3.0,4.9,121.5,19.8,57.2,59.1,1.9,10.2,10.1,8.1,0.3,1.2,18.8,30-52,.577,14.5,41-108,.380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Fr,6-8,Brandon Benjamin,Fairfield,MAAC,78.2,3.0,1.7,120.4,22.1,58.6,59.9,14.1,21.0,7.0,14.3,5.0,1.3,34.4,94-157,.599,0.7,1-6,.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Sr,6-7,Javan Buchanan,Boise St.,MWC,68.7,3.0,5.2,114.4,21.9,47.7,53.9,6.6,14.1,14.9,10.8,0.6,1.2,44.3,37-81,.457,7.4,17-50,.340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Sr,6-5,JJ Harper,Liberty,CUSA,67.1,3.0,3.1,129.9,16.6,62.6,66.6,5.2,7.3,8.2,9.3,4.6,2.1,31.0,38-55,.691,5.5,11-32,.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Sr,6-8,Tobe Awaka,Arizona,B12,50.5,3.0,7.0,126.7,23.1,59.5,61.5,25.2,29.1,9.3,15.2,2.8,1.2,60.0,55-95,.579,0.8,3-5,.600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,So,6-7,Dylan Grant,Rutgers,B10,63.1,3.0,2.2,114.8,24.7,51.4,57.1,9.0,14.5,4.8,12.6,1.1,1.3,51.7,53-107,.495,5.9,15-40,.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Jr,6-3,Kenyon Goodin,Bellarmine,ASun,77.3,3.0,-1.5,127.3,16.2,64.0,67.9,1.0,9.7,11.2,10.9,0.6,1.1,29.9,25-41,.610,8.9,29-66,.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Jr,6-9,Jake Ensminger,Santa Clara,WCC,59.3,3.0,4.9,134.0,12.3,58.3,60.1,9.5,16.9,18.8,18.4,1.4,1.5,18.1,18-27,.667,6.0,16-45,.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Sr,6-9,Khamari McGriff,Kansas St.,B12,48.4,3.0,6.0,138.3,17.4,72.2,72.1,10.8,13.9,9.1,11.8,6.3,2.1,46.6,62-84,.738,0.7,1-4,.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Jr,6-4,Braeden Shrewsberry,Notre Dame,ACC,75.5,3.0,4.3,124.4,15.8,59.3,61.0,0.2,9.8,8.3,10.3,0.8,0.5,16.4,11-33,.333,13.3,48-107,.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,So,6-7,Blake Barkley,East Tennessee St.,SC,68.7,3.0,2.2,125.2,20.7,66.9,71.3,5.0,15.4,6.6,18.0,1.0,1.4,48.3,64-97,.660,3.0,10-21,.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Sr,6-4,Isaac McKneely,Louisville,ACC,72.5,3.0,4.3,125.0,14.8,57.2,60.3,2.2,8.5,7.1,10.4,0.5,1.1,19.6,13-22,.591,13.7,44-116,.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Fr,6-3,Ace Glass lll,Washington St.,WCC,63.8,3.0,3.2,111.0,28.9,56.0,61.0,2.0,14.1,18.0,19.5,0.8,1.6,35.5,53-88,.602,12.8,33-95,.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,So,6-0,Carson Johnson,Denver,Sum,87.8,3.0,-2.6,112.3,22.9,48.0,53.4,0.8,5.8,12.9,9.7,0.4,0.8,30.0,56-125,.448,9.9,34-98,.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,So,6-1,Damarion Dennis,Wyoming,MWC,46.3,3.0,6.4,141.2,16.2,60.3,65.9,4.6,9.8,12.2,7.5,1.3,2.9,37.2,32-46,.696,6.5,10-32,.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Jr,6-0,Damari Wheeler-Thomas,North Dakota St.,Sum,72.5,3.0,1.2,115.7,24.4,47.2,53.6,4.4,9.0,19.0,12.6,0.0,2.1,46.9,37-89,.416,10.8,31-88,.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Jr,5-10,Jalen Griffith,Western Michigan,MAC,62.7,3.0,1.9,114.4,26.8,51.7,56.6,0.6,5.8,32.8,15.5,0.0,1.6,27.2,39-81,.481,11.2,26-70,.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,So,6-6,Riley Fox,Yale,Ivy,48.7,3.0,4.4,128.1,24.4,58.9,61.6,3.0,7.9,6.9,5.8,0.0,1.4,18.7,38-66,.576,13.4,23-57,.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Jr,6-1,Kyler D'Augustino,IU Indy,Horz,79.3,3.0,-0.2,114.6,23.9,58.2,60.2,3.5,9.3,17.5,13.7,0.2,2.0,16.7,101-168,.601,6.6,23-65,.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Sr,6-3,Cayden Charles,St. Bonaventure,A10,78.4,3.0,2.9,117.6,20.9,50.4,57.5,8.3,17.3,9.4,14.9,2.1,3.1,58.8,52-101,.515,4.3,11-35,.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
